Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 680.-,State Zurich (City),Address Paul-Feyerabend-Hof,City 8049 Zürich,"The room is located on the first floor. It is about 13m ^ 2, included is a desk, chair, bed, bookshelf and a closet. Additionally, there is a free wifi. Our room has a very large living room with a kitchen. The kitchen is equipped with two refrigerators, microwave, dishwasher, oven, coffee machine, toaster and a stove. You have an unlimited access to washing machines and driers located in the basement at any given time.  The picture is an example of a fully furnished room and the view you would have.  Surroundings: The flat is located on the campus ETH Hönggerberg and a 2 min bus ride or 10 minute walk away from Höngg Center (Meierhofplatz). You can find everything you need including Migros, Coop, Denner, Pharmacies, Post Office, etc. There is also a small coop on the campus itself (1 min walk). Transportation: The ETH Link connecting Hönggerberg and the center by a free of charge bus (15min ride) is also merely a 2 min walk away, as well as the bus numbers 80 and 69.  Official Homepage of Student Village: http://studentvillage.ch/",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt/pictureLarge/roomPicture.png,"We are an international mixture of ETH students form Switzerland, Germany, Austria and Italy. We are three girls and five guys between the ages of 19-24.","We are looking for an open minded, ambitious, easy going character. You have to be at the university in Zurich and should be fluent in english, even though we are currently a german speaking.  We are looking forward to your application.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--680-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 825.-,State Zurich (City),Address Schachenmatten,City 8906 Bonstetten-Wettswil,"The room is medium sized, unfurled or furnished according to the light","2 young men (20,22 years old), working, sociable","You should be between 20 - 30 years old, working or student, calm, tidy. Entry possibility: from now or after arrangement,  In the apartment you can use the following: - 2 bathrooms - 2 balconies - 1 kitchen with dishwasher - 1 living room  Collection from now or by appointment.  If you are interested, we would be pleased to hear from you.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--1000-zurich-stadt0.html
Starting from 1.11.2017,Until No time restrictions,Monthly rent sFr. 765.-,State Zurich (City),Address Birchstrasse 408,City 8052 Zürich,"The room isZimmer in 3er-WG on the 3rd floor, approx. 17m2, quiet, large window front with a view on green area. Rent incl. Additional costs and internet. Large, well equipped kitchen with spacious living room. Shower / WC for shared use.",Two chemicochemists at the ETH (25 and 26).,"Resident, ordinary roommate, usually student or doctoral student.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017--765-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 630.-,State Zurich (City),Address Hardstrasse 39,City 8004 Zürich,"The room isca 15m2 and bright. Furthermore, the apartment has a large living room, kitchen, dining area, bathroom and a balcony",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt/pictureLarge3/roomPicture3.png,"a cool guy, 26, graduate studies and traveling.",A roommate (s) who is cool on it and especially meets Juwo criteria.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--630-zurich-stadt.html
Starting from 28.8.2017,Until No time restrictions,Monthly rent sFr. 785.-,State Zurich (City),Address Ifangstrase,City 8302 Kloten,"The room isCa. 8m2 very bright with balcony, but also from the other 3 rooms. The apartment is large (2 storey and 2 balconies). 1 bathroom and 1 toilet. Large living room and a spacious kitchen.",Previous tenant of the WG,Neighbor for flat sharing room near the airport by IMMEDIATELY,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/28-8-2017--785-zurich-stadt.html
Starting from 1.9.2017,Until No time restrictions,Monthly rent sFr. 1'000.-,State Zurich (City),Address Meinrad-Lienertstr. 3,City 8003 zürich,"The room is20m2 gross, möbliert und mit Balkon in einer 2er WG, die Wohnung hat kein Wohnzimmer aber dafür eine tolle Dachterasse","Since I will work a month abroad, my room is available for the month of September. We are a 2er flat share (24 y. And 25 j w.) And love to chat and to philosophize about God and the world.","Someone who needs a room in Zurich for a month and loves to be a great flatmate (24 yrs). Since you can only be with us for a short time, it would be nice if you were open and uncomplicated, so we all have a great time. We are looking forward to a few lines to you with Föteli.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017-30-september-2017-1000-zurich-stadt.html
Starting from 2.9.2017,Until No time restrictions,Monthly rent sFr. 500.-,State Zurich (City),Address Talackerstr,City 8610 Uster,"The room is in a room around 14 sq. m. in area You can also buy my cupboard and study table. Kitchen: with ceramic stove, oven and fridge Laundry: You can use the card with your flatmates and can use on Tuesday evenings, Thursday evenings, 2 days for 3 weeks and so when people do not use their turn. Transport: Busstop 15 seconds walk from main door. Every 15 min you have 2 buses to Uster railway station. Every 15 minutes you have a non-stop train to Stadelhofen (S5 or S15). Its a 10 min train ride to Stadelhofen and 15 min to Zurich HB. There is also a place to keep your bike. Process: 1. You want to write to email with the subject ""September start"" 2. Flo will make a skype call with you on Monday (28.08), Tuesday or Wednesday this week if you are shortlisted. 3. You can see the place on Tuesday or Wednesday at 20:00 (8pm) .4. You will get your interest and we will get back to you as soon as possible. Costs: The room rent is 500 CHF and the deposit is upto 2 months rent  Languages: English and German surely and more  Any question please highlight in your email.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/29-8-2017-01-oktober-2017--verl-ngerung-ist-m-glich-extensio-500-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/29-8-2017-01-oktober-2017--verl-ngerung-ist-m-glich-extensio-500-zurich-stadt/pictureLarge3/roomPicture3.png,we are a nice 4er flat We are a family of 4 nice persons.,a nice person / une personne sympathique,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/29-8-2017-01-oktober-2017--verl-ngerung-ist-m-glich-extensio-500-zurich-stadt.html
Starting from 1.10.2017,Until Für 6-7 Monate,Monthly rent sFr. 870.-,State Zurich (City),Address Käferholzstrasse,City 8046 Zürich,"The room is furnished 1 room apartment with separate kitchen / bathroom with bath tub Small balcony, about 26 m2, near bus stop, light and quiet, 150m to the forest, non-smoking obligatory",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-7-2017-f-r-6-monate-870-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-7-2017-f-r-6-monate-870-zurich-stadt/pictureLarge3/roomPicture3.png,"eine reiselustige Person, die vorübergehend ins Ausland geht","wegen eines Auslandsaufenthalts suche ich eine Untervermietung bzw. eine Person welche eine vorübergehende Wohnung sucht für Praktikum, Ferienjob, Studium etc.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-7-2017-f-r-6-monate-870-zurich-stadt.html
Starting from 1.12.2017,Until No time restrictions,Monthly rent sFr. 800.-,State Zurich (City),Address Römerstrasse 5,City 8953 Dietikon,"The room isOur 5 roomflat in downtown Dietikon has a nicely furnished studio which is a nice place to stay. The train station is only a few minutes' walk from the hotel. The train station is only a 20-minute walk away. The rent is 800 chf / month all inclusive with WiFi, Swiss TV if desired, electricity, heating. and more. We share kitchen, washing machine in flat, bathroom with shower and a balcony with great views.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--800-zurich-stadt0/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--800-zurich-stadt0/pictureLarge3/roomPicture3.png,"We are a Swiss-American couple living in Switzerland and we speak English, French, Italian, German and Spanish. We are looking forward to welcoming you in our friendly home and helping you to settle into Greater Zurich Area and Switzerland with many valuable tips and tricks on life here.",We all lead very busy lives and hence sorry no shared activities - but friendly chats when we meet in hallway. Ideal for newcomers to Switzerland and Greater Zürich Area. Great shopping for food and non-food very close to our flat and shops open from 8am-11pm in Dietikon 6-7 days/week. Our kitchen is pretty basic and hence not ideal for hobby and wanna be star cooks :-) but many take-away food options available in Dietikon. ,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017--800-zurich-stadt0.html
Starting from 1.12.2017,Until No time restrictions,Monthly rent sFr. 650.-,State Zurich (City),Address Josefstrasse 178,City 8005 Zürich,The room isThe room is about 14m2 and quietly located with a view of the inner courtyard. The living room and the kitchen are for shared use.,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--650-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--650-zurich-stadt/pictureLarge3/roomPicture3.png,My associate The very quiet personality is however always joy at nem good wine or nice conversation has,An open-minded roommate who likes to live centrally,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-12-2017--650-zurich-stadt.html
Starting from 13.11.2017,Until 30.06.2018,Monthly rent sFr. 550.-,State Zurich (City),Address Obstgartenstrasse 23,City 8105 Regensdorf,"The room isThe room is 12 square meters in size, bright and furnished. In addition to a laundry room and a cellar, there is also a garden seat. The apartment is in a rather quiet area. Nevertheless, it is not far to the nearest bus station and so you are fast everywhere in the city. The ETH can be reached both by bus and by bicycle.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/13-11-2017-30-06-2018-550-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/13-11-2017-30-06-2018-550-zurich-stadt/pictureLarge3/roomPicture3.png,"We are an open, raised 4er flat share. We like to do something together and also cook each other from time to time.","We are looking for a female, female flatmate who is one of the rooms which would otherwise be empty for 8 months.  We are looking for a friendly female who wants to live in the free room during this 8 months.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/13-11-2017-30-06-2018-550-zurich-stadt.html
Starting from 1.9.2017,Until Ende Dezember 2017,Monthly rent sFr. 400.-,State Zurich (City),Address Lerchenhalde 39,City 8046 Zürich,"The room isThe room is approximately 12m2 and is rented furnished.  The apartment is a 6-room flat with a sofa corner and a nice, large table for common evenings. The kitchen you share with only two of us, as we have two kitchens and two toilets.  The room is a part of woko. Therefore you have to meet the Woko criteria (student ETH or UZH). http://www.woko.ch/de/liegenschaften_uebersicht.asp","We are 5 students from Germany, Austria and India. In the meantime, we are all part of our master's or PhD degree and are distributed in the scientific and technical subjects.  We like to cook together, drink a bottle of wine or meet us by chance on the sofa to chat a little. For the sporty open-minded among you will find someone for a round trip in the near forest or in the mountains.","We are looking for a sympathetic and open intermediate tenant for the period from the beginning of August to the end of December. Since we are with 6 people a rather large flat, a sense of order would be advantageous ;-)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-9-2017-ende-dezember-2017-400-zurich-stadt.html
Starting from 1.11.2017,Until 31.01.2018,Monthly rent sFr. 1'097.-,State Zurich (City),Address Wasserschöpfi,City 8055 Zürich,"The room isThe room in shared flat (21 m2) is rented fully furnished, limited from 1.11.17 until 31.1.18, for 1097.- CHF per month including additional costs.  The modern 5.5-room apartment is 137 m2 and has a living room, balcony, kitchen, dining room, bathroom (with bath, shower and WC), separate toilet, washing machine and tumbler. Internet and TV (in the living room) are included in the rent. The apartment is located next to Friesenberg station (with S10 in 7 min to Zurich HB, up to 6 trains per hour). Also close by is the 32-bus and the 14-tram. The trains from the train station are relatively good, between 24:00 and 5:00 but no trains. Otherwise, the area is quite quiet, the remaining residents in the settlement are merrily young families.  The flatmates of the 4-share flat have now been living together for two years in the apartment. It is a mechanical engineer (27), a computer scientist (27) and a nutrition consultant (27), all non-smokers. The WG is not run as a purpose community, which means it is cooked and eaten in the evening and the time after is often spent together in the living room. Almost all food and home supplies are paid together and the refrigerator is shared. For the cleaning work done every weekend, there is a cleaning plan.  The following equipment belongs to the room: Bed 140cm with mattress, bedside table, bedside lamp, TV furniture, TV (must be connected to laptop or similar), desk, desk lamp, shelf, wardrobe, chest of drawers, sofa, laundry basket.  The apartment can be on 24.9. in the afternoon and on the 28th of September. in the evening. Please send me an e-mail, where you briefly introduce yourself and which of the two dates you fit, then I give the exact address of the apartment and the time to visit.",,,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-11-2017-31--januar-2018-1097-zurich-stadt.html
Starting from 2.11.2017,Until No time restrictions,Monthly rent sFr. 800.-,State Zurich (City),Address Flurstrasse 35,City 8302 Kloten,"The room isIn our shared flat a room is available. The room 14.81 square meters (780 CHF rent per month) can be obtained from 1 november 2017. The room has direct access to a large balcony, is bright and has a parquet floor. To the room belongs a bathroom with 2 sinks and mirror cabinets, a toilet and a bath. The second bathroom (with shower and toilet) is used by Rob. The apartment is located in a quiet and beautiful green residential area. It has a spacious, bright living room, a dining area, a kitchen and a reduit with its own washing machine and tumbler. The two balconies (one with morning sun, the other with evening sun) invite you to relax. There is a large cellar available. Underground car park can be rented on request and availability. As an alternative, a parking space can be used in the very nearby blue zone (annual subscriptions are also available). The apartment is already furnished, except the two rooms. The rental price includes: Internet and TV fees ibk (energy and electricity) as well as all other incidental expenses BILLAG Charges (2 times per month) An entry to the existing household and private liability insurance can be discussed personally at the visit.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/2-9-2017--800-zurich-stadt0/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/2-9-2017--800-zurich-stadt0/pictureLarge3/roomPicture3.png,"As I work as a pilot at the airport (Robert Powell, 32 years), I often travel abroad, but I also enjoy spending cozy and social evenings in the flat. Gladly the WG can be visited on the following dates: Thursday, August 10 from 20:00 clock. Further data can be arranged personally. Please contact one of my two WG colleagues to make an appointment, because I am often abroad and therefore not always immediately available but I am happy to meet you personally. We can also send you more pictures of the WG and are gladly available for questions. I / we look forward to your contact! :)","An open, self-sufficient person between 25 and 40 years, who also attach importance to orderliness and cleanliness. I would be happy to meet you personally.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/2-9-2017--800-zurich-stadt0.html
Starting from 28.11.2017,Until 28. Februar 2018,Monthly rent sFr. 1'250.-,State Zurich (City),Address Weststrasse 75,City 8003 Zürich,"The room isThe room is about 18m2 and is located on the upper floor of our 4.5 room apartment. On the same level as the room are a bathroom and a balcony. The roof terrace with view over the whole city is accessible by spiral staircase. The apartment has a spacious living and dining area with modern kitchen. The additional costs are CHF 200.-. This includes cleaning (twice a month), use of washing machine / tumbler (in the apartment), Internet, electricity and water.",You share the apartment with a nurse (26) and an electric engineer (30).,Eine temporäre Mitwbewohnerin / temporären Mitbewohner.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/28-11-2017-28--februar-2018-1250-zurich-stadt.html
Starting from 1.2.2018,Until No time restrictions,Monthly rent sFr. 990.-,State Zurich (City),Address Leutholdstrasse 22,City 8037 Zürich,"The room isab February 2018 free again as my roommate again moves to Bern. the room is about 16 sqm. The renovated old apartment is located on the 2nd floor, is quiet and yet in the middle. Public transport, shopping, recreational area and the Limmat, party mile, Badi Letten and fitness center are in close proximity. With balcony and living room. The monthly rent of CHF 990.- is inclusive of ancillary costs.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-2-2018--990-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-2-2018--990-zurich-stadt/pictureLarge3/roomPicture3.png,"I, male, 40 years old, openminded, gayfriendly work Sales Engineer, sound designer and designer. Am directly but easily accessible and usually in a good mood. More about me on www.tunebeast.com","I am looking for a trustworthy, open / n and uncomplicated roommate (26 - 42), who is sociable but also likes to have peace. Since I appreciate a high degree of order and above all cleanliness, for me, only someone in question has the same claims. People who can not go to a visit have no chance. On a short mail with a few details to you and a photo I'm looking forward to.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-2-2018--990-zurich-stadt.html
Starting from 27.8.2017,Until No time restrictions,Monthly rent sFr. 1'000.-,State Zurich (City),Address Letzigraben 142,City 8047 Zürich,"The room isSchönes Zimmer, grosses Wohnzimmer, einen Bad",,Einen Mitbewohner/Mitbewohnerin für eine befristete Zeit,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/27-8-2017-ende-2017-1000-zurich-stadt.html
Starting from 27.8.2017,Until 31/01/2018,Monthly rent sFr. 1'000.-,State Zurich (City),Address Caspar Wüst Strasse,City 8052  Zürich,"The room isSpacious Bright Room with a Lovely View - Circle 11 Fr.1,000 Zurich, Switzerland, Caspar Wueststrasse, 8052 Zurich  Renting a spacious room in a 3 bedroom apartment shared with one person (35 years decent male). The room is 25 square meters with a double bed, a drawer, a desk and a closet. The apartment has fully equipped kitchen, living room, bathroom and a balcony facing a Main Street. The bus stop is just downstairs so technically less than one minute to get there, the apartment is located in a nice area 10 mins away from Banhof Oerlikon. The room is available from 01/09/2017 until 30 January 2018",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/27-8-2017-31-01-2018-1000-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/27-8-2017-31-01-2018-1000-zurich-stadt/pictureLarge3/roomPicture3.png,35 years decent male,Renting a spacious room in a 3 room apartment,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/27-8-2017-31-01-2018-1000-zurich-stadt.html
Starting from 15.9.2017,Until 15 December 2017,Monthly rent sFr. 655.-,State Zurich (City),Address Freilagerstrasse 90,City 8047 Zurich,"The room isFornished room in a brand new WOKO building at Freilagerstrasse (you have a student at ETH / UZH under 28yo). It is located in the center of the city. Bed is a king size single. Shared areas include two bathrooms, a large kitchen, an extremely large living room (with a huge TV screen) and a balcony.  Further details about the building here: http://www.woko.ch/en/private-details/383",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017-15-december-2017-655-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017-15-december-2017-655-zurich-stadt/pictureLarge3/roomPicture3.png,"2 girls (23 and 18yo) and 1 guy (24yo), Swiss and Italian students. We study MSc Robotics, MSc Biomedical and BSc Chemistry, all at ETH. We've been spending time and cooking together, and we watch TV series ('Rick and Morty') when we all have time. We never say no to a beer in the balcony. (Swiss) German is not a must, but would be really cool.","A student entitled to sublet a WOKO room. Check here for more info: http://www.woko.ch/en/salequestions If you're interested, just write us an email with some details.",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017-15-december-2017-655-zurich-stadt.html
Starting from 1.9.2017,Until No time restrictions,Monthly rent sFr. 770.-,State Zurich (City),Address Hardrainstrasse 19,City 8105 Regensdorf,"The room is furnished large room 40m2 Top location directly at the station in Regensdorf 20min by S-Bahn to Zurich main station (every 20 minutes). close to Kreis11, Zurich-Oerlikon, Zurich-Affoltern  Room is ideal for a lot of material, as it is large. own sink and exit. Parterre 2 windows but little daylight. a spiral staircase leads directly to the living room and to the bathroom. Outdoor in the garden is allowed to be smoked. No pets allowed. 10min walk to the center with all shops, fitness and swimming pool.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/21-8-2017--770-zurich-stadt/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/21-8-2017--770-zurich-stadt/pictureLarge3/roomPicture3.png,"We are / About the WG 2 hetero Men, Heinz and Jochen 46, 54y.o. We are both professional and do not like parties! Quiet and sociable, No cooking together, but smoking / sitting on the seat.",We are looking for 1 man from 35 years of age WITH FIXED WORKING CONTRACT,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/21-8-2017--770-zurich-stadt.html
Starting from 1.10.2017,Until No time restrictions,Monthly rent sFr. 1'250.-,State Zurich (City),Address Hagenholzstrasse,City 8050 Zürich,"The room is16m2 large room in 4.5 room apartment 16m2, with own bathroom (on request individual furniture can be taken over), ready for occupancy from October, but also as of September in a 4.5er new apartment. The 115m2 apartment consists of a living room, large balcony, guest / study room, conservatory and a modern kitchen. The bus 781 runs directly in front of the house and in 5min you are at the station Oerlikon, 15min at the HB or at the airport. Tram 11/10 can also be reached in 5 minutes. Fitness center, swimming pool, shopping centers, recreation area, etc. are also not far away.",https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1250-zurich-stadt0/pictureLarge/roomPicture.png,https://www.wgzimmer.ch/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1250-zurich-stadt0/pictureLarge3/roomPicture3.png,"I am: 31 years old, working in the advertising industry, surfing and traveling very much like to style the apartment, have a friend and like it neatly at home. I like to spend evenings at home, watching TV series or cooking and drinking. Of course, also with you :-). A purpose WG is not so mine. Costs 1250 .- / month incl. Additional costs (Internet, Netflix, Mr Green Abo, ..). I am looking forward to your application including photos and a description to you :-).","Idealerweise bist du zwischen 28-34ig, weiblich, Nichtraucherin, hast einen Job, bist ordentlich, stubenrein und kommunikativ :). ",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/1-10-2017--1250-zurich-stadt0.html
Starting from 15.10.2017,Until 8. Dezember 2017,Monthly rent sFr. 982.-,State Zurich (City),Address Winterthurerstrasse 550,City 8051 Zürich,"The room isEs ist eine Wohnung! Gemütliche, möbilierte 3 Zimmerwohnung (60 Quadratmeter) mit kleinem Balkon, Gehdistanz 3 Minuten vom Schwamedingenplatz (Coop, Migros, Denner, Apotheke, Bank, Post) mit schnellen Verbindungen zum Bahnhof Stadelhofen (10 min), Hauptbahnhof Zürich (15 min) und Winterthur (20 min) sowie Universität/ETH (10 min). Ich weile ab dem 15. Oktober 2017 für 2 Monate im Ausland und suche daher eine UntermieterIN oder ein Paar. Der Vertrag läuft nur bis und mit 8. Dezember!","Since I am not anyway, you can be no preference :) I am looking forward to meeting you!",Individual or couple,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-10-2017-8--dezember-2017-982-zurich-stadt.html
Starting from 15.9.2017,Until bis 24. September 2017,Monthly rent sFr. 1'400.-,State Zurich (City),Address Neugasse 41,City 8005  Zürich ,"The room isThe apartment has three rooms, well equipped kitchen and a small balcony. It is very central, many shopping possibilities directly on the spot. Bus and Translation 2-4 minutes on foot.","We are a 2er flat share, both working, age between 20-30 years.",The room is free in September and can be rented on request in the specified period.,http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017-bis-24--september-2017-1400-zurich-stadt.html
Starting from 15.9.2017,Until No time restrictions,Monthly rent sFr. 550.-,State Zurich (City),Address Holderbachweg 67,City 8046 Affoltern,"The room is15 m ^ 2 large and on the 1st floor. (The rent is incl. Additional costs, that is digital TV and internet and what else it needs in a flat share!). All rooms are bright, have a carpeted floor and at least one window each. You'll share a bathroom with someone (6 people and 3 bathrooms, super nice ^^). We have a very spacious kitchen with 2 refrigerators and a large dining table. The entrance is also very generous. We have a large living room with 3 sofas and a TV and a balcony with table and benches (with barbecue :-D). And finally, there is also a guest WC. The total living area is 176 m ^ 2.","an environmental science student and a law student and have many different interests. So, as you can see, we are a multi-faceted WG and are looking forward to more facets. :-D We are happy about cooking together, chilling, discussing, etc., but also have their / their own things at the start. That it would be great if you also times in the kitchen or the living room meets or otherwise starts. But it is certainly not that you can not even hide in his room. ;-)","a friendly, open, uncomplicated, cheerful roommate - three women and one man. We are looking for a person with whom you can also chill and not someone who is hardly there during the week and always goes home on weekends. You should be a student or an apprentice and / or earn a maximum of CHF 30,000 per year. We will contact you for a WG visit. Please specify the size of the room in the subject of the mail. Thank you! :-)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--550-zurich-stadt.html
Starting from 15.9.2017,Until No time restrictions,Monthly rent sFr. 526.-,State Zurich (City),Address Holderbachweg 67,City 8046 Affoltern,"The room is13.5 m ^ 2 large and on the 1st floor. (The rent is incl. Additional costs, that is digital TV and internet and what else it needs in a flat share!). All rooms are bright, have a carpeted floor and at least one window each. You'll share a bathroom with someone (6 people and 3 bathrooms, super nice ^^). We have a very spacious kitchen with 2 refrigerators and a large dining table. The entrance is also very generous. We have a large living room with 3 sofas and a TV and a balcony with table and benches (with barbecue :-D). And finally, there is also a guest WC. The total living area is 176 m ^ 2.","an environmental science student and a law student and have many different interests. So, as you can see, we are a multi-faceted WG and are looking forward to more facets. :-D We are happy about cooking together, chilling, discussing, etc., but also have their / their own things at the start. That it would be great if you also times in the kitchen or the living room meets or otherwise starts. But it is certainly not that you can not even hide in his room. ;-)","eine/n kontaktfreudige/n, offene/n, unkomplizierte/n, fröhliche/n MitbewohnerIn - drei Frauen und einen Mann. Wir suchen eine Person, mit der man auch mal chillen kann und nicht jemanden, der unter der Woche kaum da ist und am Wochenende immer nach Hause fährt. Du solltest StudentIn oder in Ausbildung sein und/oder darfst maximal 30'000.- CHF pro Jahr verdienen. Wir werden uns bei dir für eine WG-Besichtigung melden. Bitte gib im Betreff des Mails die Grösse des Zimmers an. Danke! :-)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--526-zurich-stadt.html
Starting from 15.9.2017,Until No time restrictions,Monthly rent sFr. 510.-,State Zurich (City),Address Holderbachweg 67,City 8046 Affoltern,"The room is12.5 ^ m2 large and on the 1st floor. (The rent is incl. Additional costs, that is digital TV and internet and what else it needs in a flat share!). All rooms are bright, have a carpeted floor and at least one window each. You'll share a bathroom with someone (6 people and 3 bathrooms, super nice ^^). We have a very spacious kitchen with 2 refrigerators and a large dining table. The entrance is also very generous. We have a large living room with 3 sofas and a TV and a balcony with table and benches (with barbecue :-D). And finally, there is also a guest WC. The total living area is 176 m ^ 2.","an environmental science student and a law student and have many different interests. So, as you can see, we are a multi-faceted WG and are looking forward to more facets. :-D We are happy about cooking together, chilling, discussing, etc., but also have their / their own things at the start. That it would be great if you also times in the kitchen or the living room meets or otherwise starts. But it is certainly not that you can not even hide in his room. ;-)","a friendly, open, uncomplicated, cheerful roommate - three women and one man. We are looking for a person with whom you can also chill and not someone who is hardly there during the week and always goes home on weekends. You should be a student or an apprentice and / or earn a maximum of CHF 30,000 per year. We will contact you for a WG visit. Please specify the size of the room in the subject of the mail. Thank you! :-)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--510-zurich-stadt.html
Starting from 15.9.2017,Until No time restrictions,Monthly rent sFr. 494.-,State Zurich (City),Address Holderbachweg 67,City 8046 Zürich,"The room is11.5 ^ m2 large and on the 1st floor. (The rent is incl. Additional costs, that is digital TV and internet and what else it needs in a flat share!). All rooms are bright, have a carpeted floor and at least one window each. You'll share a bathroom with someone (6 people and 3 bathrooms, super nice ^^). We have a very spacious kitchen with 2 refrigerators and a large dining table. The entrance is also very generous. We have a large living room with 3 sofas and a TV and a balcony with table and benches (with barbecue :-D). And finally, there is also a guest WC. The total living area is 176 m ^ 2.","an environmental science student and a law student and have many different interests. So, as you can see, we are a multi-faceted WG and are looking forward to more facets. :-D We are happy about cooking together, chilling, discussing, etc., but also have their / their own things at the start. That it would be great if you also times in the kitchen or the living room meets or otherwise starts. But it is certainly not that you can not even hide in his room. ;-)","a friendly, open, uncomplicated, cheerful roommate - three women and one man. We are looking for a person with whom you can also chill and not someone who is hardly there during the week and always goes home on weekends. You should be a student or an apprentice and / or earn a maximum of CHF 30,000 per year. We will contact you for a WG visit. Please specify the size of the room in the subject of the mail. Thank you! :-)",http://www.wgzimmer.ch/en/wgzimmer/search/mate/ch/zurich-stadt/15-9-2017--494-zurich-stadt.html
